,Job_Number,Job_Type,ResidFlag,NonresFlag,Job_Status,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,HotelInit,HotelProp,OtherBInit,OtherBProp,UnitsCO,Boro,BIN,BBL,AddressNum,AddressSt,Occ_Init,Occ_Prop,Job_Desc,DateFiled,DatePermit,DateLstUpd,DateComplt,ZoningDst1,ZoningDst2,ZoningDst3,SpeclDst1,SpeclDst2,Landmark,FloorsInit,FloorsProp,Enlargemnt,Ownership,CenBlock10,BCTCB2010,BCT2010,NTA2010,NTAName10,PUMA2010,CommntyDst,CouncilDst,SchSubDist,SchCommnty,SchElmntry,SchMiddle,FireCmpany,FireBattln,FireDivsn,PolicePcnt,PL_FIRM07,PL_PFIRM15,Latitude,Longitude,GeomSource,DCPEdited,Version
56012,440601083,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,1.0,1.0, , , , ,0.0,4,4101310,4044420070,144-11,SOUTH DRIVE,Empty Site,Residential: 1-2 Family Houses (R-3),NEW ONE FAMILY DWELLING,2020-06-18,12/15/2020 0:00:00,2020-12-15,,R1-2, , , , , ,0.0,3.0, ,Private For-Profit: Partnership,360810945001035,40945001035,4094500,QN49,Whitestone,4103,407,19,25_1,25,297,325,E295,52,14,109,1,1,40.7900625519,-73.8258243863,BIN DOB buildingfootprints, ,20Q4
56019,440601485,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,4,4623499,4051500044,137-39,LABURNUM AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),"SEMI-DETACHED NEW TWO FAMILY DWELLING UNITS, OBTAIN C OF O.",2020-06-19,11/12/2020 0:00:00,2020-11-20,,R3-2, , , , , ,0.0,2.0, ,Private For-Profit: Corporation,360810845003003,40845003003,4084500,QN22,Flushing,4103,407,20,25_2,25,315,24,L129,52,14,109, , ,40.748845,-73.818791,Lat/Lon geosupport, ,20Q4
56021,440601617,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4231965,4108510004,99-03,204 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"EXISTING ONE FAMILY DWELLING TO BE RENOVATED , HORIZONTALLY AND VERTICALLY EXTENDED AND CONVERTED INTO A TWO FAMILY DWELLING. NEW DRYWALL PARTITIONS AND PLUMBING FIXTURES AS PER PLANS.(PLUMBING APPLICATION TO BE FILED SEPARATELY UNDER DOB NOW).",2020-06-19,8/25/2020 0:00:00,2020-08-25,,R3A, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Corporation,360810510001002,40510001002,4051000,QN07,Hollis,4112,412,27,29_3,29,463,41,L150,54,13,103, , ,40.7123109906,-73.755978239,BIN DOB buildingfootprints, ,20Q4
56022,440601626,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4163477,4076670008,64-06,233 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),VERTICAL &amp; HORIZONTAL EXTENSION OF EXISTING ONE FAMILY AND CONVERTING TO TWO FAMILY HOUSE. OBTAIN NEW C OF O.,2020-06-20,11/24/2020 0:00:00,2020-11-30,,R3X, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Corporation,360811377003008,41377003008,4137700,QN42,Oakland Gardens,4104,411,23,26_1,26,481,29,L160,53,14,111, , ,40.7499530677,-73.7452300068,BIN DOB buildingfootprints, ,20Q4
56029,440602411,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,4,4623267,4051500044,137-37,LABURNUM AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),"SEMI-DETACHED NEW TWO FAMILY DWELLING UNITS, OBTAIN C OF O.",2020-06-24,11/12/2020 0:00:00,2020-11-12,,R3-2, , , , , ,0.0,2.0, ,Private For-Profit: Corporation,360810845003003,40845003003,4084500,QN22,Flushing,4103,407,20,25_2,25,315,24,L129,52,14,109, , ,40.748845,-73.818791,Lat/Lon geosupport, ,20Q4
56030,440602723,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4168008,4080140026,902,SHORE ROAD,Residential: Not Specified (RES),Storage: Low Hazard (S-2),ALTERATION TYPE I TO CONVERT EXISTING GARAGE TO ACCESSORY STORAGE,2020-06-24,12/9/2020 0:00:00,2020-12-09,,R1-1,R1-2, , , ,Yes,1.0,1.0, ,Private For-Profit: Individual,360811483001001,41483001001,4148300,QN45,Douglas Manor-Douglaston-Little Neck,4104,411,19,26_3,26,482,13,E313,53,14,111, ,1,40.7802986379,-73.7529547092,BIN DOB buildingfootprints, ,20Q4
56033,440603875,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4157816,4073500013,217-24,47 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),HORIZONTAL EXTENSION TO EXISTING BUILDING. CONVERT ONE FAMILY DWELLING UNIT INTO TWO FAMILY DWELLING UNITS. OBTAIN A NEW C. OF O.,2020-06-29,10/26/2020 0:00:00,2020-10-28,,R3-1, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360811441003000,41441003000,4144100,QN46,Bayside-Bayside Hills,4104,411,19,26_2,26,476,338,L164,53,14,111, , ,40.7577280999,-73.7628459841,BIN DOB buildingfootprints, ,20Q4
56035,440604035,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4154396,4071830006,73-04,196 PLACE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),VERTCAL ENLARGEMENT AND RENOVATION OF EXISTING ONE FAMALY DWELLING,2020-06-29,8/19/2020 0:00:00,2020-08-19,,R2A, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360811333001005,41333001005,4133300,QN41,Fresh Meadows-Utopia,4106,408,23,26_1,26,470,79,L152,52,14,107, , ,40.7350890688,-73.776184338,BIN DOB buildingfootprints, ,20Q4
56036,440604188,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4105526,4046580020,147-30,23 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),ALTERATION AND CONVERSION OF EXISTING DETACHED 1-1/2-STORY 1-FAMILY TO 2-FAMILY HOUSE WITH 2-STORY PLUS CELLAR ADDITION IN REAR.,2020-06-30,12/22/2020 0:00:00,2020-12-22,,R3A, , , , , ,2.0,2.0,Horizontal and Vertical,Private For-Profit: Corporation,360811047001002,41047001002,4104700,QN51,Murray Hill,4103,407,19,25_1,25,297,326,L144,52,14,109, , ,40.7780184195,-73.8183262995,BIN DOB buildingfootprints, ,20Q4
56040,440604400,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4205228,4095940056,105-45,134 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"HEREWITH TO PROPOSE NEW GYP BOARD, UPDATE WINDOWS, AND FINISHES, NEW REAR ENLARGEMENT AND CONVERT INTO TWO FAMILY- AS PER PLANS;NEW C OF O",2020-06-30,11/5/2020 0:00:00,2020-11-05,,R3-2, , , ,MS4, ,2.0,2.0, ,Private For-Profit: Corporation,360810158011003,40158011003,4015801,QN55,South Ozone Park,4113,410,28,28_1,28,358,372,L126,50,13,106, , ,40.6889899219,-73.8111554211,BIN DOB buildingfootprints, ,20Q4
56043,440605392,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4125907,4055750053,170-36,PIDGEON MEADOW ROAD,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),HEREBY FILING ENLARGEMENT/ADDITION OF 1 FAMILY DWELLING.,2020-07-02,11/24/2020 0:00:00,2020-11-24,,R2A, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360811207001012,41207001012,4120700,QN52,East Flushing,4103,407,20,25_2,25,314,21,E274,52,14,109, , ,40.7486186599,-73.796438887,BIN DOB buildingfootprints, ,20Q4
56046,440605828,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4054140,4023410003,48-59,58 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),ALTERATION TYPE 1 APPLICATION TO CONVERT ONE FAMILY TO TWO FAMILY DWELLING AS PER PLANS FILED HEREWITH.,2020-07-06,10/23/2020 0:00:00,2020-10-23,,R5, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810245004004,40245004004,4024500,QN63,Woodside,4109,402,26,30_2,30,388,51,Q288,46,14,108, , ,40.7369814689,-73.9087454577,BIN DOB buildingfootprints, ,20Q4
56047,440605971,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4151209,4069830037,73-08,UTOPIA PARKWAY,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSE HORIZONTAL EXTENSION FOR CONVERSION FROM ONE- TO TWO-FAMILY AS PER PLAN FILED HEREWITH. OBTAIN NEW C.O.,2020-07-06,10/14/2020 0:00:00,2020-10-14,,R4, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360811247001000,41247001000,4124700,QN38,Pomonok-Flushing Heights-Hillcrest,4106,408,24,26_1,26,468,79,L152,52,14,107, , ,40.729683642,-73.7937009319,BIN DOB buildingfootprints, ,20Q4
56048,440605999,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4204468,4095770017,104-28,124 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"HEREWITH TO PROPOSE CONVERION FROM (1)FAMILY DWELLING TO A 2 FAMILY DWELLING UNIT,REMOVAL OF ATTIC PLUS EXTENSION AT REAR OF THE SECOND FLOOR. NEW C.O. WILL BE OBTAINED AND TO RESOLVE VIOLATION# 39019914J/39019915L.",2020-07-06,11/19/2020 0:00:00,2020-11-19,,R3-2, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810158022002,40158022002,4015802,QN55,South Ozone Park,4113,410,28,28_1,28,358,372,L126,50,13,106, , ,40.6869249182,-73.8199173137,BIN DOB buildingfootprints, ,20Q4
56049,440606195,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4134767,4060560052,29-28,215 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"NEW VERTICAL AND HORIZONTAL ENLARGEMENT. PROPOSED CONCRETE FOOTINGS AND FOUNDATIONS,FRAMING,PARTITIONS,DOORS,WINDOWS,CABINETRY AND FINISHES. NEW HVAC SYSTEM WITH ASSOCIATED PIPING AND DUCTS. PLUMBING, CONSTRUCTION FENCE AND CURB CUT FILED IN DOB NOW.  BU",2020-07-07,11/23/2020 0:00:00,2020-11-23,,R1-2, , , , , ,2.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360811093003000,41093003000,4109300,QN46,Bayside-Bayside Hills,4104,411,19,26_2,26,474,338,E306,53,14,111, , ,40.7752499061,-73.7723424861,BIN DOB buildingfootprints, ,20Q4
56053,440606729,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4024258,4011030032,24-50,93 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"FILING FOR GENERAL CONSTRUCTION TO SUPERSEDE ALT-1 APPLICATION BIS# 420808264, ALT-2 BIS# 421928926, AND OBTAIN A CERTIFICATE OF OCCUPANCY FOR THE ONE FAMILY DWELLING AT 23-50 93RD STREET.",2020-07-08,10/30/2020 0:00:00,2020-10-30,,R3X, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810347001001,40347001001,4034700,QN28,Jackson Heights,4102,403,21,30_1,30,386,55,E316,49,14,115, , ,40.764506463,-73.876813407,BIN DOB buildingfootprints, ,20Q4
56056,440607112,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4538333,4040230045,12-09,116 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),CONVERT EXISTING ONE FAMILY 3 STORY BUILDING TO TWO FAMILY. NEW C/O,2020-07-09,12/7/2020 0:00:00,2020-12-07,,R4-1, , , , , ,3.0,3.0, ,Private For-Profit: Individual,360810929001015,40929001015,4092900,QN23,College Point,4103,407,19,25_1,25,296,419,E297,52,14,109, , ,40.7872143599,-73.851147204,BIN DOB buildingfootprints, ,20Q4
56063,440608193,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,4,4216289,4101610030,104-52,164 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),GUT REHABILITATION OF EXISTING 2-STORY 2-FAMILY HOUSE WITH ONE STORY VERTICAL EXTENSION,2020-07-14,9/8/2020 0:00:00,2020-09-23,,R5B, , , ,MS4, ,2.0,3.0, ,Private For-Profit: Corporation,360810254001005,40254001005,4025400,QN01,South Jamaica,4112,412,27,28_1,28,361,372,E275,50,13,103, , ,40.6989414742,-73.7921682822,BIN DOB buildingfootprints, ,20Q4
56064,440608228,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4023323,4010680019,22-24,92 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),CONVERTING 1 FAMILY HOUSE TO 2 FAMILY HOUSE.,2020-07-14,10/16/2020 0:00:00,2020-10-16,,R3-2, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810347002006,40347002006,4034700,QN28,Jackson Heights,4102,403,22,30_1,30,386,55,E316,49,14,115, , ,40.7692625832,-73.8786386682,BIN DOB buildingfootprints, ,20Q4
56072,440609511,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4120757,4053530037,40-25,UTOPIA PARKWAY,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERT 1-FAMILY TO 2-FAMILY BUILDING. PROPOSED VERTICAL &amp; HORIZONTAL EXTENSION TO EXISTING BUILDING. TO OBTAIN NEW C OF O.,2020-07-17,10/19/2020 0:00:00,2020-10-21,,R3X, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360811175004002,41175004002,4117500,QN51,Murray Hill,4103,411,19,26_2,26,473,58,E320,53,14,111, , ,40.760045043,-73.7930416718,BIN DOB buildingfootprints, ,20Q4
56073,440609548,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4287562,4135130011,229-15,EDGEWOOD AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"CONVERSION OF AN EXISTING 1 STORY, 1 FAMILY FRAME BUILDING WITH CELLAR TO A 2 STORY, TWO FAMILY DWELLING WITH VERTICAL EXTENSION",2020-07-17,11/23/2020 0:00:00,2020-11-23,,R3-1, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360810680001010,40680001010,4068000,QN03,Springfield Gardens South-Brookville,4105,413,31,29_1,29,447,62,E311,54,13,105, , ,40.6646855476,-73.7479383616,BIN DOB buildingfootprints, ,20Q4
56077,440609762,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,4,4145917,4067220084,58-29,155 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"HORIZONTAL EXTENT EXIST'G BLDG @ REAR YAED. INCLUDING PLUMBING, STRUCTURAL AND PARTITIONS WORK AND CONVERT EXISTING ONE FAMILY DWELLING INTO TWO FAMILY DWELLING. _FILE IN CONJ. WITH PLUMBING #Q0037726,FN#Q00377246",2020-07-20,11/25/2020 0:00:00,2020-12-03,,R4-1, , , , , ,2.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360811215002005,41215002005,4121500,QN62,Queensboro Hill,4103,407,20,25_2,25,313,24,L152,52,14,109, , ,40.741208227,-73.8128172145,BIN DOB buildingfootprints, ,20Q4
56084,440610509,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,1.0,0.0,-1.0, , , , ,0.0,4,4271569,4126090010,192-20,LINDEN BOULEVARD,Commercial: Not Specified (COM),Commercial: Offices (B),CONVERT EXIST. COMMERCIAL SPACE TO A LAUNDROMAT. TO OBTAIN NEW C OF O.,2020-07-21,9/17/2020 0:00:00,2020-09-17,,R5B, , , ,MS4, ,1.0,1.0, ,Private For-Profit: Individual,360810394001003,40394001003,4039400,QN08,St. Albans,4112,412,27,29_2,29,457,42,E317,54,13,113, , ,40.692466821,-73.7585776766,BIN DOB buildingfootprints, ,20Q4
56090,440611615,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4023839,4010910030,23-52,98 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"EXTERIOR / INTERIOR RENOVATION AND VERTICAL EXTENSION TO CONVERT EXISTING ONE FAMILY HOUSE INTO TWO FAMILY HOUSE, AS PER DRAWINGS HEREWITH FILED TO OBTAIN NEW CERTIFICATE OF OCCUPANCY. RELATED PLUMBING WORK HAS BEEN FILED UNDER APPLICATION # Q00374900",2020-07-24,12/17/2020 0:00:00,2020-12-30,,R3X, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360810357002006,40357002006,4035700,QN27,East Elmhurst,4102,403,21,30_1,30,386,55,E316,49,14,115, , ,40.7670483314,-73.8724478217,BIN DOB buildingfootprints, ,20Q4
56093,440612268,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4235179,4109720009,112-28,197 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),RENOVATION AT CELLAR LEVEL OF EXISTING 1 FAMILY RESIDENCE. REMOVE 1 CAR GARAGE AT CELLAR. OBTAIN NEW C.O. PLUMBING FILED SEPARATELY.,2020-07-27,12/23/2020 0:00:00,2020-12-23,,R2, , , ,MS4, ,2.0,2.0, ,Private For-Profit: Individual,360810522001003,40522001003,4052200,QN08,St. Albans,4112,412,27,29_3,29,751,41,L150,54,13,113, , ,40.7011819832,-73.7584420175,BIN DOB buildingfootprints, ,20Q4
56095,440612437,Alteration,Residential, ,5. Completed Construction,2020,2020,1.0,2.0,1.0, , , , ,2.0,4,4238093,4110530054,115-23,210 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"EXISTING ONE FAMILY DWELLING TO BE RENOVATED , AND CONVERTED INTO A TWO FAMILY DWELLING. NEW DRYWALL PARTITIONS AND PLUMBING FIXTURES AS PER PLANS.(PLUMBING TO BE FILED UNDER DOB NOW).",2020-07-27,8/21/2020 0:00:00,2020-12-31,12/31/2020 0:00:00,R3A, , , , , ,2.0,2.0, ,Private For-Profit: Corporation,360810534011001,40534011001,4053401,QN33,Cambria Heights,4105,413,27,29_2,29,751,41,L165,54,13,105, , ,40.699842015,-73.743573219,BIN DOB buildingfootprints, ,20Q4
56105,440614453,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,11.0,11.0,0.0, , , , ,0.0,4,4542654,4050377505,40-55,COLLEGE POINT BOULEVARD,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),AMEND OCCUPANCY OF 2ND FLOOR FROM AMBULATORY OFFICE TO SENIOR DAY CARE FACILIT Y; OBTAIN NEW CERTIFICATE OF OCCUPANCY,2020-07-31,9/15/2020 0:00:00,2020-09-15,,R6, , , ,MIH, ,6.0,6.0, ,Private For-Profit: Corporation,360810871001002,40871001002,4087100,QN22,Flushing,4103,407,20,25_2,25,311,22,L129,52,14,109, , ,40.7567062974,-73.8334867412,BIN DOB buildingfootprints, ,20Q4
56110,440615470,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4146714,4067470073,156-14,65 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"CONVERT EXISTING 1 FAMILY RESIDENTIAL BUILDING INTO 2 FAMILY. PROPOSED CONSTRUCTION WORK AS PER PLANS. PLUMBING WORK TO BE FILED SEPARATELY. NO CHANGES TO THE EXISTING BULK, FAR, OR BUILDING ENVELOPE ARE PROPOSED.",2020-08-05,12/4/2020 0:00:00,2020-12-04,,R4, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360811227025000,41227025000,4122702,QN38,Pomonok-Flushing Heights-Hillcrest,4106,408,24,25_3,25,316,24,L152,52,14,107, , ,40.7368863133,-73.8118122902,BIN DOB buildingfootprints, ,20Q4
56116,440616585,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4286018,4133560007,146-47,182 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"CONVERSION OF THE EXISTING TWO STORY, ONE-FAMILY BUILDING INTO A TWO-STORY, TWO-FAMILY BUILDING AS SHOWN ON THE PLANS. PROPOSED HORIZONTAL ENLARGEMENT. OBTAIN A NEW CERTIFICATE OF OCCUPANCY.",2020-08-10,11/10/2020 0:00:00,2020-11-13,,R3-2, , , ,MS4, ,2.0,2.0, ,Private For-Profit: Partnership,360810320004003,40320004003,4032000,QN03,Springfield Gardens South-Brookville,4105,413,31,29_1,29,448,62,E311,54,13,105, , ,40.6611850583,-73.7645278457,BIN DOB buildingfootprints, ,20Q4
56133,440617986,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4126791,4056070039,47-49,189 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSE ENLARGEMENT FOR EXISTING SINGLE-FAMILY DETACHED RESIDENCE. OBTAIN NEW C.O.,2020-08-13,10/20/2020 0:00:00,2020-10-20,,R2A, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360811417002001,41417002001,4141700,QN48,Auburndale,4104,411,20,26_2,26,471,79,L167,53,14,111, , ,40.7496305515,-73.7896030097,BIN DOB buildingfootprints, ,20Q4
56137,440618654,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4125038,4055370073,195-08,45 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),CONVERT EXISTING ONE FAMILY INTO TWO FAMILY DWELLING UNIT. INTERIOR RENOVATION AND ADDRESSING EXISTING VOILATION#:34930955P. NO ANY ENLARGEMENT INVOLVED. OBTAIN NEW C OF O.,2020-08-17,11/9/2020 0:00:00,2020-11-09,,R3X, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360811451011004,41451011004,4145101,QN48,Auburndale,4104,411,19,25_2,25,314,57,L167,53,14,111, , ,40.755698319,-73.785974531,BIN DOB buildingfootprints, ,20Q4
56141,440620062,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4208625,4097420167,147-19,84 AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),ALTERATION TYPE 1 : HORIZONTAL AND ENLARGEMENT OF EXISTING 1 STORY DETACHED ONE FAMILY DWELLING BY CHANGING BASEMENT TO CELLAR AND OBTAIN A NEW CERTIFICATE OF OCCUPANCY.,2020-08-20,11/6/2020 0:00:00,2020-11-06,,R3A, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360810220022000,40220022000,4022002,QN35,Briarwood-Jamaica Hills,4106,408,24,28_2,28,354,319,E315,50,13,107, , ,40.7136976366,-73.8118321555,BIN DOB buildingfootprints, ,20Q4
56142,440620133,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4056120,4024240007,50-59,67 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERSION FROM ONE- TO TWO-FAMILY RESIDENCE. OBTAIN NEW C.O.,2020-08-20,9/29/2020 0:00:00,2020-09-29,,R4-1, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810243003010,40243003010,4024300,QN50,Elmhurst-Maspeth,4109,402,30,24_2,24,340,32,Q288,46,14,108, , ,40.7352955534,-73.8976170386,BIN DOB buildingfootprints, ,20Q4
56146,440620491,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4148273,4068470102,76-11,162 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),CONVERT EXISTING ONE FAMILY INTO TWO FAMILY DWELLING UNITS. NO ENLARGEMENT INVOLVED.  OBTAIN A NEW C OF O.,2020-08-22,12/1/2020 0:00:00,2020-12-01,,R3-2, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360811241003002,41241003002,4124100,QN38,Pomonok-Flushing Heights-Hillcrest,4106,408,24,25_3,25,322,23,L152,52,14,107, , ,40.725193175,-73.8063276891,BIN DOB buildingfootprints, ,20Q4
56148,440620570,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4107057,4047120001,151-06,WILLETS POINT BOULEVARD,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSE VERTICAL ENLARGEMENT OF EXISTING SINGLE-FAMILY DETACHED RESIDENCE. OBTAIN NEW C.O.,2020-08-23,10/19/2020 0:00:00,2020-10-19,,R2A, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360811033004004,41033004004,4103300,QN49,Whitestone,4103,407,19,25_1,25,303,326,L144,52,14,109, , ,40.7773113979,-73.8122357034,BIN DOB buildingfootprints, ,20Q4
56169,440621935,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4265447,4122230020,124-08,155 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),VERTICAL AND HORIZONTAL ENLARGEMENT AND CONVERSION TO TWO FAMILY,2020-08-27,11/10/2020 0:00:00,2020-11-10,,R3X, , , ,MS4, ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810288002003,40288002003,4028800,QN76,Baisley Park,4112,412,28,27_3,27,443,60,L133,50,13,113, , ,40.6755290232,-73.7871543172,BIN DOB buildingfootprints, ,20Q4
56177,440622578,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4026722,4011730033,32-62,78 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),CONVERTING GARAGE AREA LOCATED IN THE CELLAR TO USE AS ACCESSORY USE FOR EXISTING SINGLE FAMILY DWELLIG UNIT AND INSTALL 3 FIXTURE BATHROOM AT CELLAR. MAKING NEW ENTRANCE TO THE CELLAR AT THE FRONT OF THE BUILDING. NO CHANGE EXISTING BULK.,2020-08-30,12/10/2020 0:00:00,2020-12-10,,R4, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810309031003,40309031003,4030903,QN28,Jackson Heights,4102,403,25,30_1,30,337,27,E307,49,14,115, , ,40.7556301739,-73.8894218522,BIN DOB buildingfootprints, ,20Q4
